#                                                                                                                                                                      $
#      ENTRAF is free for academic/noncommercial use                                                                                                                   $
#                                                                                                                                                                      $
#      User is not entitled to change or erase data sets of the ENTRAF database or to eliminate copyright notices from ENTRAF. Furthermore                             $
#      user is not entitled to expand ENTRAF or to integrate ENTRAF partly or as a whole into other databank systems     without prior written consent                 $
#      from IIMAS-UNAM.                                                                                                                                                $
#                                                                                                                                                                      $
# Citation                                                                                                                                                             $
#      Tenorio-Salgado   S. et al (2025) ENcyclopedia of TRAnscription Factors in Bacteria and Archaea genomes (ENTRAF) version 2.0.                                   $
#                                                                                                                                                                      $
# Contact                                                                                                                                                              $
#                                                                                                                                                                      $
#      ENTRAF Team                                                                                                                                                     $
#      Web Page: entraf.iimas.unam.mx                                                                                                                                  $
#      (ernesto.perez@iimas.unam.mx)                                                                                                                                   $
#                                                                                                                                                                      $
# Release: 2.0. Date: XX/XX/2025                                                                                                                                       $
# Interproscan annotations
#
ENTRAF_ID	PROTEIN_ID	LENGTH	PROGRAM	IDENTIFICATOR	FUNCTION	START	END	EVALUE	INTERPRO_ID	INTERPRO_FUNCTION	GO annotation
ENTRAF0189	P96821	280	Gene3D	G3DSA:1.10.357.10	"Tetracycline Repressor, domain 2"	80	271	7.00E-31	-	-	-
ENTRAF0189	P96821	280	PANTHER	PTHR30055	HTH-TYPE TRANSCRIPTIONAL REGULATOR RUTR	71	279	5.60E-29	IPR050109	"HTH-type, TetR-like transcriptional regulator"	GO:0000976(PANTHER)|GO:0003700(PANTHER)|GO:0006355(PANTHER)
ENTRAF0189	P96821	280	SUPERFAMILY	SSF46689	Homeodomain-like	80	162	1.15E-17	IPR009057	Homedomain-like superfamily	-
ENTRAF0189	P96821	280	SUPERFAMILY	SSF48498	"Tetracyclin repressor-like, C-terminal domain"	188	279	6.36E-16	IPR036271	"Tetracyclin repressor-like, C-terminal domain superfamily"	-
ENTRAF0190	P96941	231	PANTHER	PTHR30055	HTH-TYPE TRANSCRIPTIONAL REGULATOR RUTR	7	206	4.00E-15	IPR050109	"HTH-type, TetR-like transcriptional regulator"	GO:0000976(PANTHER)|GO:0003700(PANTHER)|GO:0006355(PANTHER)
ENTRAF0190	P96941	231	Pfam	PF13305	"Tetracyclin repressor-like, C-terminal domain"	81	199	1.30E-12	IPR025996	"HTH-type transcriptional regulator MT1864/Rv1816-like, C-terminal domain"	-
ENTRAF0190	P96941	231	SUPERFAMILY	SSF46689	Homeodomain-like	7	65	3.18E-12	IPR009057	Homedomain-like superfamily	-
ENTRAF0190	P96941	231	SUPERFAMILY	SSF48498	"Tetracyclin repressor-like, C-terminal domain"	80	202	8.90E-24	IPR036271	"Tetracyclin repressor-like, C-terminal domain superfamily"	-
ENTRAF0190	P96941	231	Gene3D	G3DSA:1.10.357.10	"Tetracycline Repressor, domain 2"	2	202	1.50E-38	-	-	-
ENTRAF0190	P96941	231	ProSiteProfiles	PS50977	TetR-type HTH domain profile.	5	65	18.219173	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0190	P96941	231	Pfam	PF00440	"Bacterial regulatory proteins, tetR family"	11	57	4.10E-08	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0191	P9WF37	116	Pfam	PF02467	Transcription factor WhiB	38	79	0.0024	IPR034768	WhiB-like iron-sulfur binding domain	-
ENTRAF0191	P9WF37	116	Hamap	MF_01479	Transcriptional regulator WhiB [whiB].	1	89	13.109362	IPR003482	Transcription factor WhiB	-
ENTRAF0191	P9WF37	116	ProSiteProfiles	PS51674	4Fe-4S WhiB-like (Wbl)-type iron-sulfur binding domain profile.	33	86	17.611099	IPR034768	WhiB-like iron-sulfur binding domain	-
ENTRAF0192	P9WF39	118	PANTHER	PTHR38839	TRANSCRIPTIONAL REGULATOR WHID-RELATED	17	110	2.30E-30	IPR003482	Transcription factor WhiB	GO:0003677(PANTHER)|GO:0045454(PANTHER)|GO:0045892(PANTHER)|GO:0047134(PANTHER)|GO:0051539(PANTHER)
ENTRAF0192	P9WF39	118	Pfam	PF02467	Transcription factor WhiB	31	93	4.60E-20	IPR034768	WhiB-like iron-sulfur binding domain	-
ENTRAF0192	P9WF39	118	Hamap	MF_01479	Transcriptional regulator WhiB [whiB].	1	98	17.346722	IPR003482	Transcription factor WhiB	-
ENTRAF0192	P9WF39	118	ProSiteProfiles	PS51674	4Fe-4S WhiB-like (Wbl)-type iron-sulfur binding domain profile.	36	92	24.989822	IPR034768	WhiB-like iron-sulfur binding domain	-
ENTRAF0193	P9WF41	102	PANTHER	PTHR38839	TRANSCRIPTIONAL REGULATOR WHID-RELATED	1	100	1.40E-27	IPR003482	Transcription factor WhiB	GO:0003677(PANTHER)|GO:0045454(PANTHER)|GO:0045892(PANTHER)|GO:0047134(PANTHER)|GO:0051539(PANTHER)
ENTRAF0193	P9WF41	102	Hamap	MF_01479	Transcriptional regulator WhiB [whiB].	1	92	18.950943	IPR003482	Transcription factor WhiB	-
ENTRAF0193	P9WF41	102	ProSiteProfiles	PS51674	4Fe-4S WhiB-like (Wbl)-type iron-sulfur binding domain profile.	22	86	28.025215	IPR034768	WhiB-like iron-sulfur binding domain	-
ENTRAF0193	P9WF41	102	Pfam	PF02467	Transcription factor WhiB	17	85	3.20E-23	IPR034768	WhiB-like iron-sulfur binding domain	-
ENTRAF0194	P9WF43	84	Pfam	PF02467	Transcription factor WhiB	3	71	1.30E-24	IPR034768	WhiB-like iron-sulfur binding domain	-
ENTRAF0194	P9WF43	84	Hamap	MF_01479	Transcriptional regulator WhiB [whiB].	1	76	18.596907	IPR003482	Transcription factor WhiB	-
ENTRAF0194	P9WF43	84	ProSiteProfiles	PS51674	4Fe-4S WhiB-like (Wbl)-type iron-sulfur binding domain profile.	8	70	26.305983	IPR034768	WhiB-like iron-sulfur binding domain	-
ENTRAF0194	P9WF43	84	PANTHER	PTHR38839	TRANSCRIPTIONAL REGULATOR WHID-RELATED	2	80	2.30E-28	IPR003482	Transcription factor WhiB	GO:0003677(PANTHER)|GO:0045454(PANTHER)|GO:0045892(PANTHER)|GO:0047134(PANTHER)|GO:0051539(PANTHER)
ENTRAF0195	P9WF45	327	FunFam	G3DSA:3.10.28.10:FF:000001	Probable cell division protein WhiA	1	211	1.20E-108	-	-	-
ENTRAF0195	P9WF45	327	Pfam	PF02650	WhiA C-terminal HTH domain	221	303	2.90E-17	IPR023054	"Sporulation regulator WhiA, C-terminal"	-
ENTRAF0195	P9WF45	327	Pfam	PF14527	WhiA LAGLIDADG-like domain	127	218	5.40E-22	IPR039518	"WhiA, LAGLIDADG-like domain"	-
ENTRAF0195	P9WF45	327	PANTHER	PTHR37307	CELL DIVISION PROTEIN WHIA-RELATED	1	310	4.50E-105	IPR003802	Sporulation regulator WhiA	GO:0043937(PANTHER)|GO:0043937(InterPro)
ENTRAF0195	P9WF45	327	Hamap	MF_01420	Probable cell division protein WhiA [whiA].	1	306	24.952271	IPR003802	Sporulation regulator WhiA	GO:0043937(InterPro)
ENTRAF0195	P9WF45	327	Pfam	PF10298	WhiA N-terminal LAGLIDADG-like domain	20	104	2.90E-20	IPR018478	"Sporulation transcription regulator WhiA, N-terminal domain"	-
ENTRAF0195	P9WF45	327	NCBIfam	TIGR00647	DNA-binding protein WhiA	4	304	9.70E-103	IPR003802	Sporulation regulator WhiA	GO:0043937(InterPro)
ENTRAF0195	P9WF45	327	Gene3D	G3DSA:3.10.28.10	Homing endonucleases	1	211	2.50E-31	IPR027434	Homing endonuclease	-
ENTRAF0196	P9WGM9	230	SMART	SM00448	REC_2	3	114	6.20E-45	IPR001789	"Signal transduction response regulator, receiver domain"	GO:0000160(InterPro)
ENTRAF0196	P9WGM9	230	Gene3D	G3DSA:1.10.10.10	-	119	228	1.10E-32	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF0196	P9WGM9	230	CDD	cd17627	REC_OmpR_PrrA-like	5	120	1.93E-65	-	-	-
ENTRAF0196	P9WGM9	230	SMART	SM00862	Trans_reg_C_3	150	225	6.10E-27	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160(InterPro)|GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0196	P9WGM9	230	FunFam	G3DSA:1.10.10.10:FF:000005	Two-component system response regulator	126	227	1.70E-35	-	-	-
ENTRAF0196	P9WGM9	230	Gene3D	G3DSA:3.40.50.2300	-	3	87	2.70E-23	-	-	-
ENTRAF0196	P9WGM9	230	PANTHER	PTHR48111	REGULATOR OF RPOS	4	226	1.40E-64	IPR039420	Transcriptional regulatory protein WalR-like	GO:0000156(PANTHER)|GO:0000976(PANTHER)|GO:0005829(PANTHER)|GO:0006355(PANTHER)|GO:0032993(PANTHER)
ENTRAF0196	P9WGM9	230	ProSiteProfiles	PS51755	OmpR/PhoB-type DNA-binding domain profile.	129	227	44.256168	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160(InterPro)|GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0196	P9WGM9	230	CDD	cd00383	trans_reg_C	137	225	2.32E-37	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160(InterPro)|GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0196	P9WGM9	230	SUPERFAMILY	SSF52172	CheY-like	3	184	1.85E-44	IPR011006	CheY-like superfamily	-
ENTRAF0196	P9WGM9	230	Pfam	PF00486	"Transcriptional regulatory protein, C terminal"	151	225	4.10E-23	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160(InterPro)|GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0196	P9WGM9	230	ProSiteProfiles	PS50110	Response regulatory domain profile.	4	118	48.9842	IPR001789	"Signal transduction response regulator, receiver domain"	GO:0000160(InterPro)
ENTRAF0196	P9WGM9	230	Gene3D	G3DSA:6.10.250.690	-	88	118	9.10E-18	-	-	-
ENTRAF0196	P9WGM9	230	Pfam	PF00072	Response regulator receiver domain	5	114	4.70E-29	IPR001789	"Signal transduction response regulator, receiver domain"	GO:0000160(InterPro)
ENTRAF0196	P9WGM9	230	FunFam	G3DSA:3.40.50.2300:FF:000001	DNA-binding response regulator PhoB	1	82	3.90E-27	-	-	-
ENTRAF0197	P9WGN1	226	ProSiteProfiles	PS50110	Response regulatory domain profile.	3	116	42.912773	IPR001789	"Signal transduction response regulator, receiver domain"	GO:0000160(InterPro)
ENTRAF0197	P9WGN1	226	SUPERFAMILY	SSF52172	CheY-like	3	185	1.57E-42	IPR011006	CheY-like superfamily	-
ENTRAF0197	P9WGN1	226	ProSiteProfiles	PS51755	OmpR/PhoB-type DNA-binding domain profile.	127	226	40.958603	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160(InterPro)|GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0197	P9WGN1	226	FunFam	G3DSA:3.40.50.2300:FF:000021	Two-component system response regulator KdpE	1	80	2.00E-30	-	-	-
ENTRAF0197	P9WGN1	226	Pfam	PF00486	"Transcriptional regulatory protein, C terminal"	148	224	2.20E-19	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160(InterPro)|GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0197	P9WGN1	226	CDD	cd00383	trans_reg_C	135	224	1.41E-30	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160(InterPro)|GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0197	P9WGN1	226	Gene3D	G3DSA:3.40.50.2300	-	2	80	9.00E-18	-	-	-
ENTRAF0197	P9WGN1	226	FunFam	G3DSA:1.10.10.10:FF:000210	Winged-helix transcriptional response regulator KdpE	125	225	5.70E-43	-	-	-
ENTRAF0197	P9WGN1	226	Pfam	PF00072	Response regulator receiver domain	4	112	1.70E-24	IPR001789	"Signal transduction response regulator, receiver domain"	GO:0000160(InterPro)
ENTRAF0197	P9WGN1	226	PANTHER	PTHR48111	REGULATOR OF RPOS	1	225	1.00E-49	IPR039420	Transcriptional regulatory protein WalR-like	GO:0000156(PANTHER)|GO:0000976(PANTHER)|GO:0005829(PANTHER)|GO:0006355(PANTHER)|GO:0032993(PANTHER)
ENTRAF0197	P9WGN1	226	SMART	SM00448	REC_2	2	112	2.10E-42	IPR001789	"Signal transduction response regulator, receiver domain"	GO:0000160(InterPro)
ENTRAF0197	P9WGN1	226	Gene3D	G3DSA:6.10.250.690	-	81	115	5.00E-16	-	-	-
ENTRAF0197	P9WGN1	226	Gene3D	G3DSA:1.10.10.10	-	116	225	5.90E-28	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF0197	P9WGN1	226	CDD	cd17620	REC_OmpR_KdpE-like	4	102	2.65E-54	-	-	-
ENTRAF0197	P9WGN1	226	SMART	SM00862	Trans_reg_C_3	148	224	3.10E-23	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160(InterPro)|GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0198	P9WHR7	236	FunFam	G3DSA:2.10.109.10:FF:000001	LexA repressor	116	236	3.00E-45	-	-	-
ENTRAF0198	P9WHR7	236	Pfam	PF00717	Peptidase S24-like	118	230	7.90E-30	IPR015927	Peptidase S24/S26A/S26B/S26C	-
ENTRAF0198	P9WHR7	236	Hamap	MF_00015	LexA repressor [lexA].	26	236	33.199539	IPR006200	Transcription regulator LexA	GO:0004252(InterPro)|GO:0009432(InterPro)|GO:0045892(InterPro)
ENTRAF0198	P9WHR7	236	NCBIfam	TIGR00498	transcriptional repressor LexA	25	236	1.10E-79	IPR006200	Transcription regulator LexA	GO:0004252(InterPro)|GO:0009432(InterPro)|GO:0045892(InterPro)
ENTRAF0198	P9WHR7	236	CDD	cd06529	S24_LexA-like	152	230	4.13E-22	IPR039418	LexA-like	-
ENTRAF0198	P9WHR7	236	PANTHER	PTHR33516	LEXA REPRESSOR	10	236	2.50E-97	IPR050077	LexA repressor	-
ENTRAF0198	P9WHR7	236	Gene3D	G3DSA:2.10.109.10	"Umud Fragment, subunit A"	117	236	1.20E-36	-	-	-
ENTRAF0198	P9WHR7	236	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	152	162	1.80E-11	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0198	P9WHR7	236	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	163	174	1.80E-11	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0198	P9WHR7	236	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	191	203	1.80E-11	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0198	P9WHR7	236	SUPERFAMILY	SSF51306	LexA/Signal peptidase	115	234	2.09E-35	IPR036286	LexA/Signal peptidase-like superfamily	-
ENTRAF0198	P9WHR7	236	FunFam	G3DSA:1.10.10.10:FF:000009	LexA repressor	25	92	1.20E-26	-	-	-
ENTRAF0198	P9WHR7	236	MobiDBLite	mobidb-lite	consensus disorder prediction	1	25	-	-	-	-
ENTRAF0198	P9WHR7	236	Gene3D	G3DSA:1.10.10.10	-	25	91	8.90E-23	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF0198	P9WHR7	236	Pfam	PF01726	LexA DNA binding domain	25	88	3.10E-26	IPR006199	"LexA repressor, DNA-binding domain"	GO:0004252(InterPro)|GO:0006508(InterPro)
ENTRAF0198	P9WHR7	236	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	26	92	1.91E-20	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF0199	P9WI65	1110	SMART	SM00220	serkin_6	26	283	6.00E-44	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
ENTRAF0199	P9WI65	1110	PANTHER	PTHR43289	MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 20-RELATED	23	804	5.00E-53	-	-	GO:0004674(PANTHER)|GO:0018105(PANTHER)
ENTRAF0199	P9WI65	1110	Pfam	PF00069	Protein kinase domain	27	272	4.90E-38	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
ENTRAF0199	P9WI65	1110	CDD	cd14014	STKc_PknB_like	25	284	1.71E-87	-	-	-
ENTRAF0199	P9WI65	1110	Gene3D	G3DSA:3.40.50.300	-	336	498	3.20E-10	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
ENTRAF0199	P9WI65	1110	ProSiteProfiles	PS50011	Protein kinase domain profile.	26	283	35.523701	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)
ENTRAF0199	P9WI65	1110	Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	17	105	1.70E-19	-	-	-
ENTRAF0199	P9WI65	1110	MobiDBLite	mobidb-lite	consensus disorder prediction	308	343	-	-	-	-
ENTRAF0199	P9WI65	1110	PIRSF	PIRSF000574	STPK_PknK	30	1110	0	IPR016236	"Serine/threonine-protein kinase PknK, predicted"	-
ENTRAF0199	P9WI65	1110	FunFam	G3DSA:3.40.50.300:FF:002867	Serine/threonine-protein kinase PknK	337	498	3.10E-70	-	-	-
ENTRAF0199	P9WI65	1110	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	32	55	-	IPR017441	"Protein kinase, ATP binding site"	GO:0005524(InterPro)
ENTRAF0199	P9WI65	1110	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	352	535	1.72E-10	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
ENTRAF0199	P9WI65	1110	Pfam	PF13191	AAA ATPase domain	349	484	4.30E-07	IPR041664	"Orc1-like, AAA ATPase domain"	-
ENTRAF0199	P9WI65	1110	Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	108	296	1.80E-42	-	-	-
ENTRAF0199	P9WI65	1110	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	25	302	9.44E-66	IPR011009	Protein kinase-like domain superfamily	-
ENTRAF0200	P9WJA7	149	Pfam	PF01381	Helix-turn-helix	43	92	8.00E-08	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0200	P9WJA7	149	ProSiteProfiles	PS50943	Cro/C1-type HTH domain profile.	42	96	13.513758	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0200	P9WJA7	149	SMART	SM00530	mbf_short4	41	96	2.60E-10	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0200	P9WJA7	149	CDD	cd00093	HTH_XRE	40	90	2.83E-10	IPR001387	Cro/C1-type helix-turn-helix domain	-
ENTRAF0200	P9WJA7	149	Gene3D	G3DSA:1.10.260.40	-	26	106	3.10E-15	IPR010982	"Lambda repressor-like, DNA-binding domain superfamily"	GO:0003677(InterPro)
ENTRAF0200	P9WJA7	149	SUPERFAMILY	SSF47413	lambda repressor-like DNA-binding domains	36	100	2.17E-16	IPR010982	"Lambda repressor-like, DNA-binding domain superfamily"	GO:0003677(InterPro)
ENTRAF0201	P9WK51	126	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	22	7	-	-	-
ENTRAF0201	P9WK51	126	MobiDBLite	mobidb-lite	consensus disorder prediction	70	101	-	-	-	-
ENTRAF0202	P9WKV1	438	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	37	103	3.23E-06	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF0202	P9WKV1	438	Gene3D	G3DSA:3.30.420.40	-	107	237	4.90E-20	-	-	-
ENTRAF0202	P9WKV1	438	FunFam	G3DSA:3.30.420.40:FF:000330	Transcriptional regulator MT0503	238	392	3.40E-102	-	-	-
ENTRAF0202	P9WKV1	438	Pfam	PF00480	ROK family	110	377	1.30E-14	IPR000600	ROK family	-
ENTRAF0202	P9WKV1	438	Gene3D	G3DSA:1.10.10.10	-	40	102	6.70E-10	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF0202	P9WKV1	438	SUPERFAMILY	SSF53067	Actin-like ATPase domain	109	406	1.06E-26	IPR043129	"ATPase, nucleotide binding domain"	-
ENTRAF0202	P9WKV1	438	Gene3D	G3DSA:3.30.420.40	-	238	392	4.10E-17	-	-	-
ENTRAF0202	P9WKV1	438	MobiDBLite	mobidb-lite	consensus disorder prediction	1	22	-	-	-	-
ENTRAF0202	P9WKV1	438	MobiDBLite	mobidb-lite	consensus disorder prediction	1	12	-	-	-	-
ENTRAF0202	P9WKV1	438	PANTHER	PTHR18964	"ROK (REPRESSOR, ORF, KINASE) FAMILY"	33	405	6.00E-43	IPR000600	ROK family	-
ENTRAF0203	P9WLM5	143	Pfam	PF12802	MarR family	33	86	2.50E-07	IPR000835	MarR-type HTH domain	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF0203	P9WLM5	143	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	6	137	4.36E-17	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF0203	P9WLM5	143	PANTHER	PTHR33164	"TRANSCRIPTIONAL REGULATOR, MARR FAMILY"	17	135	7.10E-10	IPR039422	Transcription regulators MarR/SlyA-like	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0006355(PANTHER)|GO:0006950(PANTHER)
ENTRAF0203	P9WLM5	143	Gene3D	G3DSA:1.10.10.10	-	1	139	6.40E-21	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF0204	P9WLP7	113	Pfam	PF09722	Antitoxin Xre/MbcA/ParS C-terminal toxin-binding domain	63	110	6.00E-04	IPR024467	"Antitoxin Xre/MbcA/ParS-like, toxin-binding domain"	-
ENTRAF0205	P9WM05	250	Gene3D	G3DSA:3.30.70.1230	Nucleotide cyclase	21	189	6.50E-20	IPR029787	Nucleotide cyclase	-
ENTRAF0205	P9WM05	250	SUPERFAMILY	SSF55073	Nucleotide cyclase	35	209	3.61E-23	IPR029787	Nucleotide cyclase	-
ENTRAF0206	P9WM25	218	Pfam	PF09438	Domain of unknown function (DUF2017)	32	215	1.10E-57	IPR018561	Oxidative stress regulator AosR	-
ENTRAF0207	P9WMB7	198	PANTHER	PTHR30055	HTH-TYPE TRANSCRIPTIONAL REGULATOR RUTR	2	195	5.80E-18	IPR050109	"HTH-type, TetR-like transcriptional regulator"	GO:0000976(PANTHER)|GO:0003700(PANTHER)|GO:0006355(PANTHER)
ENTRAF0207	P9WMB7	198	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	18	31	6.20E-07	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0207	P9WMB7	198	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	39	62	6.20E-07	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0207	P9WMB7	198	NCBIfam	TIGR03968	mycofactocin system transcriptional regulator	6	193	5.80E-85	IPR023851	"Transcriptional regulator, TetR-type"	-
ENTRAF0207	P9WMB7	198	Gene3D	G3DSA:1.10.10.60	-	13	54	5.60E-18	-	-	-
ENTRAF0207	P9WMB7	198	Pfam	PF00440	"Bacterial regulatory proteins, tetR family"	19	60	5.40E-10	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0207	P9WMB7	198	ProSiteProfiles	PS50977	TetR-type HTH domain profile.	12	72	18.110548	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0207	P9WMB7	198	SUPERFAMILY	SSF46689	Homeodomain-like	6	78	2.46E-15	IPR009057	Homedomain-like superfamily	-
ENTRAF0207	P9WMB7	198	Gene3D	G3DSA:1.10.357.10	"Tetracycline Repressor, domain 2"	56	192	1.40E-33	-	-	-
ENTRAF0207	P9WMB7	198	Pfam	PF17754	MftR C-terminal domain	85	193	6.40E-38	IPR041347	"MftR, C-terminal"	-
ENTRAF0208	P9WMC3	188	PANTHER	PTHR30055	HTH-TYPE TRANSCRIPTIONAL REGULATOR RUTR	1	186	8.30E-17	IPR050109	"HTH-type, TetR-like transcriptional regulator"	GO:0000976(PANTHER)|GO:0003700(PANTHER)|GO:0006355(PANTHER)
ENTRAF0208	P9WMC3	188	Pfam	PF00440	"Bacterial regulatory proteins, tetR family"	23	69	4.30E-13	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0208	P9WMC3	188	ProSitePatterns	PS01081	TetR-type HTH domain signature.	35	66	-	IPR023772	"DNA-binding HTH domain, TetR-type, conserved site"	-
ENTRAF0208	P9WMC3	188	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	44	67	4.20E-08	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0208	P9WMC3	188	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	23	36	4.20E-08	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0208	P9WMC3	188	ProSiteProfiles	PS50977	TetR-type HTH domain profile.	17	77	21.070616	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0208	P9WMC3	188	SUPERFAMILY	SSF46689	Homeodomain-like	9	82	2.51E-18	IPR009057	Homedomain-like superfamily	-
ENTRAF0208	P9WMC3	188	Gene3D	G3DSA:1.10.357.10	"Tetracycline Repressor, domain 2"	3	186	1.10E-23	-	-	-
ENTRAF0209	P9WMC5	189	SUPERFAMILY	SSF48498	"Tetracyclin repressor-like, C-terminal domain"	79	184	6.67E-05	IPR036271	"Tetracyclin repressor-like, C-terminal domain superfamily"	-
ENTRAF0209	P9WMC5	189	ProSitePatterns	PS01081	TetR-type HTH domain signature.	27	58	-	IPR023772	"DNA-binding HTH domain, TetR-type, conserved site"	-
ENTRAF0209	P9WMC5	189	SUPERFAMILY	SSF46689	Homeodomain-like	6	71	7.18E-14	IPR009057	Homedomain-like superfamily	-
ENTRAF0209	P9WMC5	189	PANTHER	PTHR30055	HTH-TYPE TRANSCRIPTIONAL REGULATOR RUTR	7	181	5.30E-16	IPR050109	"HTH-type, TetR-like transcriptional regulator"	GO:0000976(PANTHER)|GO:0003700(PANTHER)|GO:0006355(PANTHER)
ENTRAF0209	P9WMC5	189	ProSiteProfiles	PS50977	TetR-type HTH domain profile.	9	69	20.120136	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0209	P9WMC5	189	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	36	59	8.50E-05	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0209	P9WMC5	189	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	15	28	8.50E-05	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0209	P9WMC5	189	Gene3D	G3DSA:1.10.357.10	"Tetracycline Repressor, domain 2"	5	181	7.20E-21	-	-	-
ENTRAF0209	P9WMC5	189	Pfam	PF00440	"Bacterial regulatory proteins, tetR family"	15	58	2.30E-08	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
ENTRAF0210	P9WMC7	195	ProSitePatterns	PS01081	TetR-type HTH domain signature.	28	59	-	IPR023772	"DNA-binding HTH domain, TetR-type, conserved site"	-
ENTRAF0210	P9WMC7	195	Gene3D	G3DSA:1.10.357.10	"Tetracycline Repressor, domain 2"	1	194	9.50E-20	-	-	-
ENTRAF0210	P9WMC7	195	PRINTS	PR00455	TetR bacterial regulatory protein HTH signature	16	29	5.40E-05	IPR001647	"DNA-binding HTH domain, TetR-type"	GO:0003677(InterPro)
